company,title,location,link,job_posted,description,category,source
Prosek Partners,Front End Developer,"Fairfield, CT",https://jobs.github.com/positions/45296f64-ec32-11e8-9e1b-5d24b20f1c0f,2018-11-19 19:40:01+00:00,"Background
Prosek Partners, one of the top 25 marketing communications and public relations companies in the U.S., is seeking a talented, versatile and motivated full-time Front End Developer to join our growing creative services team in Fairfield, Connecticut.
The Front End Developer will take on a key role as we begin building our internal development team. The position will be responsible for developing and executing high-quality web productions for client related projects and occasional in-house programs. The ideal candidate would be at the center of the Prosek development team. They key area of focus will be building a best-in-class web-based UI/UX and requires extensive knowledge of web applications ecosystems. The Front End Developer will be part of a dynamic, evolving environment providing rapid delivery across multiple sectors for our varied clients, with a strong desire to lead change as we continue to build our agile transformational workflow. Along with these tasks, the professional we seek will also be a key participant in the creation of strategies and marketing campaigns for both our clients and internal stakeholders, and work on a variety of other projects collaborating with team members throughout our five offices in New York, Boston, Fairfield, Los Angeles and London.
Technical skills:

Design overall architecture of web applications, while maintaining quality, code integrity and organization to ensure responsiveness of applications
Understanding of fundamental design principles behind scalable applications and participate in collaborative team efforts with responsive, user experience and user interface design
Understanding differences between multiple delivery platforms (such as mobile vs, desktop), and optimizing output to function on specific platforms
Delivering reusable components, code and front-end libraries for future use
Translating designs and wireframes into high quality, tested code
Experience with interactive web elements and motion
Able to identify opportunities for process and tool improvements
Proficient knowledge of front/back-end programming languages: HTML5, CSS3 and JavaScript are necessary, with in-depth understanding of DOM
Understanding of CSS pre- and post-processors
Experience working with third party services, APIs, and content management systems.
Proficient in Adobe Creative Cloud including, but not limited to, Photoshop, Illustrator and InDesign
Comprehensive awareness and interest in new technologies
Understanding of full-stack requirements and deployments
Enforce front-end code compliance with web for cross-browser and platform compatibility

As a Front End Developer, you will be expected to:

Be self-motivated, detail-oriented and confident
Capable of analyzing challenges and create on-brand design solutions that meet measurable business goals and requirements
Translate ideas, end-user needs, design criteria, and technical features into quality web productions
Present and defend technical recommendations to the team
Able to speak not just passionately about your work but also plainly to those who are inexperienced
Have a strong grasp of storytelling through layout and information design
Possess excellent written and verbal communication skills
Be comfortable with getting and giving feedback; be flexible and willing to learn and passionate about mentoring and collaborating with other designers
Able to work under tight deadlines, with little supervision
Rise above the competition: tell us about your experience with mobile app development

Requirements:

Bachelor's degree in computer science or related field
3-5 years of professional IT-related experience
Demonstrate a strong set of visual, written and oral communication skills, a meticulous eye for detail, and the ability to create work inspired by ideas and not trends
Fluency in Adobe Creative Cloud is a must, with bonus points going to those who can function across Windows and OS X.

",,GitHub
Simons Foundation,Web Developer,"New York, New York",https://jobs.github.com/positions/7d0d5cf0-ec1f-11e8-9834-c8e30f51c014,2018-11-19 17:21:35+00:00,"POSITION SUMMARY
This role will support the maintenance of several websites hosting editorially independent online publications covering research in autism, data and life sciences, mathematics and physics, as well as sites providing information about the foundation's support of basic and applied research.
ESSENTIAL FUNCTIONS/RESPONSIBILITIES

Support back-end and front-end web development for a diverse collection of foundation-affiliated websites, many built on WordPress
Work collaboratively and closely with editors, front-end designers, web producers and other developers
Effectively manage priorities for multiple concurrent projects
Communicate with stakeholders to gather requirements and ensure their needs are being met
Adapt to changing requirements
Perform any other duties or tasks as assigned or required

MINIMUM QUALIFICATIONS
Education

A bachelor's degree is required

Experience

Proficient with WordPress, with 3+ years of experience developing custom WP sites
Advanced expertise with PHP and MySQL
Deep understanding of HTML and CSS
Experience with JavaScript and jQuery
Experience with React or similar JS libraries or frameworks
Experience with responsive web development
Excellent communication skills
Proficient with version control tools, such as Git and SVN.
Portfolio of work products that function well on multiple device types

Desirable

Background in User Experience and User Interface design
Experience with Python and Django
Experience with responsive web design, integration and usability testing
Experience with high-volume websites and/ or journalistic websites
Comfort with Adobe Creative Cloud

THE SIMONS FOUNDATION'S DIVERSITY COMMITMENT
Many of the greatest ideas and discoveries come from a diverse mix of minds, backgrounds and experiences, and we are committed to cultivating an inclusive work environment. The Simons Foundation provides equal opportunities to all employees and applicants for employment without regard to race, religion, color, age, sex, national origin, sexual orientation, gender identity, genetic disposition, neurodiversity, disability, veteran status, or any other protected category under federal, state and local law.
Apply Here:   http://www.Click2apply.net/tnq3zqdz2zmwb8qt
PI105651217
",,GitHub
Aon Cyber Solutions,Cybersecurity Firm Seeks Senior Developer,NY or LA,https://jobs.github.com/positions/cd535970-ec11-11e8-89ae-2e904411ec0e,2018-11-19 15:44:44+00:00,"Aon Cyber Solutions is looking for a Senior Developer in NY or LA. As part of an industry-leading team, you will help empower results for our clients by delivering innovative and effective solutions supporting Risk.
APPLY HERE: https://us-strozfriedberg-aon.icims.com/jobs/24315/senior-developer/job
Position Overview
Join our expert software development team to create new customer-facing web applications. You will apply your expertise in web development and user interface design, working in concert with subject matter experts in digital forensics, incident response, cybersecurity, and threat intelligence. Your applications will convey deeply technical facts and analyses to a variety of consumers, from risk managers to subject matter experts to C-level executives.
The responsibilities of this position include but are not limited to the following:

Design and develop pioneering web applications that cross the boundaries of security assessment, digital forensics, incident response, malware analysis, cybersecurity, and cyberinsurance.
Serve as a senior developer on multiple product teams.
Create user interfaces, APIs, data visualizations, and reports that provide our clients with insight into complex narratives and data sets.
Translate high-level requirements into working prototypes to generate user feedback and discussion.
Adapt and apply cutting edge computer science to highly technical domains.
Participate in code reviews, write test suites, profile components, and take ownership of our software, source code, tools, and processes.
Mentor other developers.
Contribute to a positive, collaborative culture for innovation.

Requirements

5+ years of software engineer experience.
Proficiency in frontend technologies (React, Node.js, Webpack).     Experience working with relational and NoSQL databases.
Strong knowledge of HTTP and REST web services implementation.
Test driven development and unit testing frameworks.
Modern DevOps experience.
Standard software engineering tools (git, Jenkins, JIRA).
The proven ability to see things as they should be, and to realize that vision.
Comfort with agile development and remote team environments.
Excellence in verbal and written communication.

Desired Skills

TypeScript
Python 3 and web frameworks such as Django or Flask.
SQL & relational database modeling.
Experience in deployment to AWS, especially serverless technologies.
Strong knowledge of JWT and various web security models.
D3.js, Vega, Bokeh, Leaflet, and other browser visualization libraries.   Experiment-driven design and iterative features-based development (A/B testing, etc.).
ElasticSearch, Apache Kafka, AWS Kinesis, PostgreSQL, AWS Aurora.
Java 8 and other JVM-based languages.
Performance monitoring and optimization.
Mobile development using Native or Cross-platform (Xamarin, Ionic, React Native).

Education Required

BS or BA in Computer Science, Mathematics, or Statistics, or equivalent experience.

",,GitHub
b'Podomaatic',b'RFP: JavaScript component for embedding a list of Podcast Episodes  in Website Builders with specific functionality for Wordpress ',b'Remote',b'https://jobs.github.com/positions/b638fa4c-ebb7-11e8-9ea5-6578f16a7b3f',2018-11-19 04:59:26+00:00,"b'RFP: JavaScript component for embedding a list of Podcast Episodes\nin Website Builders with specific functionality for Wordpress\nThe goal of this project is to repurpose our JavaScript components currently available\nfor Weebly, to allow users on the Wordpress platform to embed their podcast episodes\nand information on their own custom webpages.\nRecent episode player:\nThis will always display the latest episode published by a user. It includes playback,\ntimeline bar, description, title and mute buttons.\nPodcast Info:\nBasic information about the user\xe2\x80\x99s podcast including Category, Genre, Location,\nFollowers.\nEpisode Grid:\nThis plugin allows the user to display the entire list of episodes in a grid format.\nPlayback functionality is similar to the Recent episode player. There are some basic\ncustomizable options such as transparency vs white bar background for episode titles\n(See mockups below)\nEpisode List\nThis plugin allows the user to display the entire list of episodes in a List format.\nPlayback functionality is similar to the Recent episode player. There are some basic\ncustomizable options such as displaying the episode thumbnail image or not. (See\nmockups below)\nAll components must adapt their font style (Title, body, caption) and color to the\nwebpage theme the user has. All components must offer a color player and a gray\nplayer version, background opacity color, and must be responsive to mobile and\ndesktop)\nExamples of the current plugins in Weebly:\nhttp://www.minimalist-theme.podomatic.net/\nhttp://www.performer-theme.podomatic.net/\nhttp://www.writer-theme.podomatic.net/\nhttp://www.complete-theme.podomatic.net/\nRequirements for the embeddable component:\nThe component should be pure JavaScript, i.e. not an embeddable iframe, and\nbe enabled either via data attributes or a JavaScript call. i..e the html might look\nsomething like:\nThe component should make use of Podomatic\xe2\x80\x99s API which uses JSON over REST. A\nsample response looks like this:\nhttps://api.podomatic.com/v2/podcasts/5133407/episodes?podcast=true\nThe following attributes should be customizable:\n\xe2\x97\x8f The style (grid or list)\n\xe2\x97\x8f Number of items per page\n\xe2\x97\x8f\nThe color scheme (currently light or dark)\n\xe2\x97\x8f\nWhether background images are displayed or not\nThe component will be styled mostly by the choice of style and color scheme\nhowever it should be possible to override the styles from a global style sheet.\nAdditionally the layout should be responsive.\nThe component should load new pages using an infinite scrolling mechanism.\nRequirements for the Wordpress plugin integration:\nAs part of our strategy we also want the above component to be made available\nas a Wordpress plugin. To keep the look and feel of the application consistent\nthis should use the JavaScript file created above. It should also provide the\nsame level of customizability.\nAdditional notes\nAll resulting code and assets will belong to Podomatic. The embeddable code\nwill be hosted on our own CDN and the Wordpress Plugin on their infrastructure.\nPlease provide specific instructions on how you would go about building and what in your experience would be useful or relevant to the project.  Also include either a resume or gitbub. Thank you,\n'",,b'GitHub'
b'Podomatic',b'Voice recording web app ',b'Remote',b'https://jobs.github.com/positions/58490ea4-ebb7-11e8-8a9d-a208b946a979',2018-11-19 04:56:02+00:00,"b'Request for Voice recording web app\nThis is a recording app integrated within the onboarding and publishing experience. It\nmust have the basic tools to record, edit and publish a basic podcast. Our goal is to\nprovide a simple tool aimed at beginner podcasters to get them comfortable with\nproducing content without being overwhelmed with learning how to use professional\nrecording software.\nSoftware requirements:\n\xe2\x97\x8f The app should be simple and easy to use. The main focus is to make the\nprocess intuitive and friendly for those starting to Podcast.\n\xe2\x97\x8f The app should integrate the narrative of Podomatic\xe2\x80\x99s publishing flow (Web\nbased app for all browser platforms)\n\xe2\x97\x8f Recording hand-off (upload file to user\xe2\x80\x99s podomatic library) should be included\nin the experience process.\nWe need an estimate for two different versions:\n\xe2\x97\x8f MVP Requirements:\n\xe2\x97\x8b Recording\n\xe2\x97\x8b Pause/Resume\n\xe2\x97\x8b Upload to library\n\xe2\x97\x8b Download to local disk\n\xe2\x97\x8f Ideal V1 requirements:\n\xe2\x97\x8b Recording\n\xe2\x97\x8b Pause/Resume\n\xe2\x97\x8b Trim Recording\n\xe2\x97\x8b Combine Recordings\n\xe2\x97\x8b Sound filters (EQ presets)\n\xe2\x97\x8b Sound Feedback (Calibrate sound before recording by providing user with\nbackground noise feedback, ideal sound levels, balanced frequency\nduring recording (too much bass, treble or midrange)\nFilters Ideas\n\xe2\x97\x8f Bass Boost\n\xe2\x97\x8f Treble Boost\n\xe2\x97\x8f Midrange Drop\n\xe2\x97\x8f Static Reduction\nPlease provide specific instructions on how you would go about building and what in your experience would be useful or relevant to the project.  Also include either a resume or gitbub. Thank you,\n'",,b'GitHub'
The Franklin Report,Software Developer,"New York, NY",https://jobs.github.com/positions/fda26124-e9e7-11e8-9f44-4d0452dab2f9,2018-11-16 21:43:59+00:00,"We’re a hybrid company: a legacy media property with deep authority in our market, looking to create a disruptive piece of software in the job search space. We’re looking for hungry, smart developer to help us build it. You’d be collaborating with an existing team (one US based project lead, a small crew in India) to create the underlying database structure and business logic, and help polish the user interface.
Extensive work experience is not required. However, proficiency in the .NET platform is a must. Expertise in some but not all of the following languages is crucial:
MVC.Net
SQL Server
C#
Javascript
Preference will be given to candidates who can do at least some time in our Manhattan office. However, we are open to remote arrangements for the right fit (US only). The position will start as a part time arrangement, with room to grow into full-time.
",,GitHub
Target,Sr Ad Ops Manager,"Minneapolis, MN",https://jobs.github.com/positions/93a08496-e9c8-11e8-8e1e-09934e650343,2018-11-16 17:55:45+00:00,"Target is an iconic brand, a Fortune 50 company and one of America’s leading retailers.
Fueling the continued success of one of the world’s most beloved and recognized brands is a distinctly capable, creative and innovative Marketing organization. Target Marketing is well known for inspiring and surprising guests, and we pride ourselves on connecting them to the products and experiences they expect and deserve from Target. We study our guests to discover new needs and insights, and then craft every interaction to build brand love. We are market experts who insist on a clear and cohesive understanding of our business objectives, guest segments and behaviors, strategies and tactics, overcoming obstacles and measuring success. Our commitment to partnering both internally and with external agencies gives us a wide range of capabilities, from award-winning creative work to exciting and unique promotional marketing. Leveraging our collective assets and fostering a healthy, supportive and open team culture, we deliver a holistically gratifying experience that guests can only get at Target.
As a Senior Ad Operations Manager, you will leverage your position as a subject matter expert in digital ad operations to meet the needs of Brand Category Marketing and Target Media Network digital businesses.
This position is responsible for maintaining and improving the health of our digital operations to establish and drive forward Target’s accountability in the digital ecosystem.  They will be a decision maker and lead stakeholders in key business enhancements in relation to ad operations and third party verification and compliance. This vital role will lead Target’s agencies and technology partners in programmatic and reservation ad operation processes and capabilities, ensuring effective use of agency resources, workflow automation development and overall flawless campaign execution and compliance. The ideal candidate for this role will have vast experience in ad operations and third party verification best practices and guidelines.
This person must have a data-driven approach and an eye toward technological advancements that will make Target first-to-market in the digital media space. This person will focus on efficiencies through automation in order to ensure goals are consistently achieved.  An ability to collaborate across teams and motivate and inspire change is a must.
About you:
Bachelor degree required (4 years)
7+ years’ experience in digital ad operations and/or digital compliance
Complete understanding and familiarity of tools in digital ecosystem (DSPs, DMPs, Ad servers, etc.)
Experience with a wide variety of creative/ad serving vendors (e.g. DCM, Sizmek, Celtra, etc.)
Moderate understanding of HTML & Javascript
Experience with multiple third party verification partners such as Moat, IAS, Double Verify, White Ops
Experience with various third party tag specs including brand studies, DMPs, etc.
Experience with troubleshooting discrepancies, creative tag setup issues, delivery issues and other issues from a technical support perspective
Highly self-motivated and well-organized with strong verbal and written communication skills
Strong sense of urgency and demonstrates initiative
High degree of professionalism and high sensitivity for confidentiality
Proven ability to collaborate across teams within an organization
Ability to solve problems creatively and effectively
Job ID: MAR0001DM
",,GitHub
SunteckTTS,Sr PHP Developer (Full-stack),"Jacksonville, FL (Or Remote)",https://jobs.github.com/positions/b0248344-89e5-11e8-87e5-7d6aa5fe3ed0,2018-11-16 16:34:22+00:00,"Requirements:
Nice to Haves:
About the Role: 
You will be responsible for contributing to the technical design, development, and implementation of the SunteckTTS application ecosystem. The role involves more than just writing production code; in a typical week, you could be: brainstorming technical architecture options, providing feedback to improve our development processes, reviewing PRs from other team members, fixing a bug you randomly came across, or improving unit test coverage.
We’re looking for an outstanding Senior Developer with a desire to participate in a growing team with the skills, experience, and understanding to join a small, but strong development team. In order to meet the many challenges and high volume work of the SunteckTTS users, it is important for the Senior Developer to have excellent communication.
About SunteckTTS and the Team:
SunteckTTS is an industry-leading, full-service, transportation logistics provider that operates through a network of sales, operations, and capacity specialists. We are a billion dollar company with over 200 independently owned and operated agent offices across the U.S. and Canada.
We focus on providing asset and non-asset surface transportation to a wide range of end-use markets, including food, lumber, paper, printing, textiles, electronics, machinery, government, and more. The Application Development Group is in the midst of an ambitious program to create best in breed software products and improve existing systems for our user base. Our team of Business Analysts and Developers share a culture of self-ownership and open communication to provide
maximum business value. We strive to ensure team-based component ownership, development, and quality assurance. We are a tight knit group that relies on ability and flexibility to ensure we balance our strides towards improved process and need to meet the priorities of a heavily used
enterprise system. The Application Development Group focuses on a culture of open communication, learning, and transparency.
SunteckTTS is an Equal Opportunity Employer and does not discriminate against qualified applicants with regard to race, color, religion, age, sex, national origin, handicap, sexual orientation or veteran status.
",,GitHub
Acadian Asset Management,"Senior Quantitative Developer, Multi-Asset Class Strategies ","Boston, MA",https://jobs.github.com/positions/28dec9da-e90d-11e8-8317-fd99c2c2fb01,2018-11-15 19:33:10+00:00,"Position Overview:
We are looking for a senior quantitative developer to join our Multi-Asset Class Strategies (MACS) team, who will own all aspects of quantitative model development for the team – including design, implementation, visualization and maintenance. MACS is a new and growing business at Acadian and focuses on all major global asset classes including: Equities, Fixed Income, Currencies, Commodities and Options/Volatility. As a member of the investment team, this person will closely collaborate with PMs and quantitative researchers and will have opportunities to contribute to research and investment decisions.
Responsibilities:

Responsible for all aspects of quantitative model development for the MACS Team
Work with PMs and researchers to design and implement sophisticated quantitative multi-asset models
Design and implement state of the art model visualization capabilities
Maintain all aspects of the models including daily production jobs
Build systems to gather, cleanse and integrate data from various sources
Apply advanced algorithms from the field of quantitative finance and computational science to assist in the research of macroeconomic and financial variables
Contribute to the MACS research agenda and investment decisions

Qualifications:

Minimum 7+ years of experience as a quantitative developer for an investment firm
Master’s degree with an outstanding academic record in a technical field such as mathematics, science or engineering; PhD degree preferred
Hands on development experience with Python (Pandas, Numpy) for modeling/analytical work and SQL for data access and architecture; JavaScript experience for visualization a plus
Very strong mathematical skills; experience with Bayesian estimation and optimization is a plus
Proficiency in multi-asset class data series and operating data delivery platforms
Superior software, database design and programming skills to move quickly from concept to solution
World-class analytic skills and the ability to clearly articulate approach, process and results in verbal, graphical and written form
Creativity, enthusiasm, collegiality and the ability to excel in a self-starting environment
Drive and humility to deliver on high value projects and roll up your sleeves attitude

It is the policy of Acadian Asset Management LLC to provide equal employment opportunity to all qualified persons without regard to race, creed, color, sex, age, national origin, marital status, veteran status, citizenship status, disability, or sexual orientation.
",,GitHub
Acadian Asset Management,Full Stack Developer & Senior Analyst (Investment Analytics),"Boston, MA",https://jobs.github.com/positions/47328346-e90c-11e8-9429-c09930ae6ec9,2018-11-15 19:26:24+00:00,"Position Overview:
We are seeking an experienced Software Engineer to help us design and build Acadian’s advanced browser-based, interactive, analytical platform that helps us better understand, explain, and improve our quantitative investment process. This is a hands-on, full-stack development role that provides growth and learning opportunities. The Software Engineer will utilize and hone a variety of technical skills while gaining and applying quantitative investment knowledge. Our small team is embedded within the investment group, providing the opportunity to see your work in action. Join us to leverage your software development skills and work with world class technology and investment experts.
Responsibilities:

Design, build, test, and support multi-tiered distributed, clustered, web-based applications and platforms
Engineer, design, and build scalable, interactive, responsive, informative, and beautiful data visualization and exploration tools
Team up with quantitative portfolio managers and researchers to develop and execute process improvement initiatives through software development

Qualifications:

Experience building browser-based applications using JavaScript, CSS, and HTML
Experience programming using a server-side scripting language such as Python (Node, Ruby, Julia, etc.)
Degree in Computer Science or equivalent knowledge and technical work experience
Hands on experience running http server such as Apache / NGINX
Prior investment/financial industry knowledge is not required

Other technologies we use:

SQL, NoSQL, MongoDB, Redis
Numpy, Scipy, Pandas
D3, AngularJS, Node
Docker, Slurm, ZeroMQ, AWS

It is the policy of Acadian Asset Management LLC to provide equal employment opportunity to all qualified persons without regard to race, creed, color, sex, age, national origin, marital status, veteran status, citizenship status, disability, or sexual orientation.
",,GitHub
The Atlantic,Lead Front End Developer,"Washington, DC & New York, NY",https://jobs.github.com/positions/d28b2d1a-e85a-11e8-9b78-62dc829f5516,2018-11-14 22:16:02+00:00,"The Atlantic is a digital-first media company with over 160 years of history and 36 million readers a month. Founded in 1857 and today one of the fastest-growing media platforms in the industry, The Atlantic has throughout its history championed the power of big ideas and continues to shape global debate through our two websites: TheAtlantic.com and CityLab.com. We work in a fast-paced, team-oriented environment out of our office in the historic Watergate complex in Washington DC. This role can be based in either Washington, DC or New York, NY.
Who You Are
You are an experienced developer with proven leadership and management experience.
You are well versed in the modern front-end, and can mentor junior members of the team on the latest best practices concerning ES6, SCSS, and performance. You know how to collaborate with designers, are knowledgeable about CSS conventions and naming methodologies such as BEM, SMACSS, OOCSS, and can describe their relative merits.
Your experience has taught you the architectural strategies and practices that are necessary for organizing and maintaining front end code that can scale as our team continues to grow. You know how to evaluate new technology and determine which path will best fit our business needs.
Above all, you’re a creative problem solver: able to devise and deliver practical, maintainable software that addresses Atlantic staffers’ and readers’ needs.
Primary Responsibilities:

Provide feedback and mentorship to the front end team through weekly one-on-one check as well as mid and end of the year reviews
Help plan and execute team and individual goals, with an eye on team growth and development
Champion ways to improve our front end tech stack, including tooling, unit testing, and architecture
Collaborate with team members to plan projects, creating technical road maps and breaking projects up into individual tasks as necessary while always keeping in mind long term maintainability
Act as a role model to others on the team by exhibiting strong work ethic and technical expertise when writing code or building new website features
Act as a expert who can provide technical help and guidance to the other front end developers

Requirements:

Proven experience with technical leadership and management
Experience architecting a front end codebase at scale
Strong technical and non-technical communication skills
Able to look at a design and break it into well organized reusable components
Experience planning, ticketing, and executing team projects
Comfortable with Git for version control
Effective time management when working on multiple projects
Passionate about front end performance with up-to-date knowledge of current techniques
Familiar with Node.js and modern frontend build tooling
Knowledgeable about modern JavaScript frameworks but comfortable working in Vanilla JS
Able to provide a code sample demonstrating expertise at writing and organizing CSS, HTML, and - JavaScript suitable for a complex, fast-changing website

Benefits
Employees at The Atlantic are entitled to benefits including: 401(k) savings plan with employer match, health care with domestic partner coverage, flexible vacation and sick leave policy, commuter benefits, and rooftop happy hours with one of the best views in DC.
Atlantic Media Values:
Across Atlantic Media, generally, the firm looks for two “pillar gifts” in you, and everyone else.  In all of us, these are more aspirational than actual, but they are central in our intentions –


Force of Ideas: At the center of Atlantic Media work are the ideas within our writing. We believe that ideas – to the good and not – have consequence. Our highest work is bringing rigor, insight, intellectual integrity, to that ultimate purpose of separating the bad from the good, and giving voice to the latter.

Spirit of Generosity: Atlantic Media seeks in its ranks those with natural disposition toward service and selfless conduct. Atlantic Media writing should be cut from the same cloth – critical on the merits, but informed by charity and forbearance in measuring motive and personal character.

Atlantic Media is an EOE of Minorities/Women/Vets/Disability.
Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.
",,GitHub
The Atlantic,Senior Front End Developer,"Washington, DC & New York, NY",https://jobs.github.com/positions/0e9e93a6-e85a-11e8-8963-f68a643e24dd,2018-11-14 22:11:05+00:00,"The Atlantic is a digital-first media company with over 160 years of history and 36 million readers a month. Founded in 1857 and today one of the fastest-growing media platforms in the industry, The Atlantic has throughout its history championed the power of big ideas and continues to shape global debate through our two websites: TheAtlantic.com and CityLab.com. We work in a fast-paced, team-oriented environment out of our office in the historic Watergate complex in Washington DC. The role can be based in either Washington, DC or New York, NY.
Who You Are
You are an experienced developer and solid communicator with an interest in journalism and the media business.
You’re well versed in the modern front-end: ES6, SCSS, understand what makes good markup, and how to best use the capabilities of the browser. You know how to collaborate with designers, are knowledgeable about CSS conventions and naming methodologies such as BEM, SMACSS, OOCSS, and can describe their relative merits. Your experience has taught you the architectural strategies and practices that are necessary for organizing and maintaining front end code that can scale as our team continues to grow.
Above all, you’re a creative problem solver: able to devise and deliver practical, maintainable software that addresses Atlantic staffers’ and readers’ needs.
Primary Responsibilities:

Implement new features for TheAtlantic.com and CityLab.com where they will be viewed by millions of people
Champion ways to improve our front end tech stack, including tooling, unit testing, and architecture
Collaborate with team members to plan projects, creating technical road maps and breaking projects up into individual tasks as necessary
Mentor junior developers and act as a subject expert
Thinks strategically and systematically when planning or coding a project, always keeping in mind long term maintainability
Work to continually reduce our front end website load time
Communicate and collaborate with both technical and non-technical members of the team

Requirements:
-Experience architecting a front end codebase at scale
-Strong technical and non-technical communication skills
-Able to write semantic and accessible markup that our growing team can easily maintain and iterate with
-Able to look at a design and break it into well organized reusable components
-Comfortable with Git for version control
-Effective time management when working on multiple projects
-Passionate about front end performance with up-to-date knowledge of current techniques
-Familiar with Node.js
-Knowledgeable about modern JavaScript frameworks but comfortable working in vanilla JS as appropriate
-Able to provide a code sample demonstrating expertise at writing and organizing CSS, HTML, and JavaScript suitable for a complex, fast-changing website
Benefits
Employees at The Atlantic are entitled to benefits including: 401(k) savings plan with employer match, health care with domestic partner coverage, flexible vacation and sick leave policy, commuter benefits, and rooftop happy hours with one of the best views in DC.
Atlantic Media Values:
Across Atlantic Media, generally, the firm looks for two “pillar gifts” in you, and everyone else.  In all of us, these are more aspirational than actual, but they are central in our intentions –


Force of Ideas: At the center of Atlantic Media work are the ideas within our writing. We believe that ideas – to the good and not – have consequence. Our highest work is bringing rigor, insight, intellectual integrity, to that ultimate purpose of separating the bad from the good, and giving voice to the latter.

Spirit of Generosity: Atlantic Media seeks in its ranks those with natural disposition toward service and selfless conduct. Atlantic Media writing should be cut from the same cloth – critical on the merits, but informed by charity and forbearance in measuring motive and personal character.

Atlantic Media is an EOE of Minorities/Women/Vets/Disability.
Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.
",,GitHub
NBCUniversal,Media Software Engineer,"Universal City, CA",https://jobs.github.com/positions/76fcadae-e84e-11e8-88fc-96a168773892,2018-11-14 20:50:03+00:00,"Responsibilities :
Coding at the component level and works under minimal supervision.
Asset Management System Administration with systems, applications and service integrations.
Provide proactive, regular, and professional-level communication with clients and team members alike
Manage system integration with 3rd party providers.
Provide usage reports and track key metrics as required.
Ensure delivered solutions enable the organization to manage the asset portfolio with respect to risk, cost, control, governance, compliance and business performance objectives
Collaborate with stakeholders, developers, and system teams to design and maintain automation and deployment tools
Assist project and technology teams in troubleshooting systems
Create dashboards and other tools for Project, Operations and Engineering teams to use in day-to-day monitoring and troubleshooting and enhance operational transparency within business units
Follow Security Best Practices
Occasional after hour support based on upgrades, new deployments and high-profile campaigns and/or market critical events.
Job Requirements
Knowledge/experience in relevant technologies, such as:
XML Scripting
Java/JavaScript
JSON Messaging
HTTP Protocol
Web Services (SOAP & REST)
Python, Ruby, Perl, and Smalltalk or other scripting languages preferred
Familiarity with ELK Stack (Prometheus) preferred
Amazon Web Services technologies experience preferred
Asset Management Systems
Solid interpersonal skills with the ability to communicate and present to all levels of the organization and with external parties
Self-directed, highly motivated individual who can effectively manage multiple activities, pay attention to detail and a focus on continuous improvement.
High degree of professionalism
Desired Characteristics
Scope of activities within projects include:
Business requirements, documentation & gap analysis
Coordination of connectivity setup
Technical implementation/provisioning
Develop test plans, procedures and scripting for new workflows, integration and automated UI testing
Understand Process flow and data mapping
Data preparation, deployment and analysis
Web services development
Application knowledge: Orchestration tools, Workflow Engines, Search Engines, BPM and transcoding.
Database experience and network administration
",,GitHub
Signature Consulting Group,Sr. PHP/Drupal Developer,"Raleigh, NC",https://jobs.github.com/positions/e7e9f752-e843-11e8-8126-18fc155e3556,2018-11-14 19:34:38+00:00,"Job Summary:
This role will support the conversion from Percussion (CMS) to Drupal.
This role will also develop new applications in PHP.
The role will convert existing applications written in other technologies to PHP.
Job Responsibilities:
Work collaboratively with the design and account teams to build client sites and applications.
Clearly communicate technical challenges to those with less technical knowledge in service of a great end product.
Build, test and deploy feature additions for existing Drupal sites with a strong eye for detail, test performance and cross-browser compliance.
Job Qualifications:
6 to 8 years experience with Drupal or another PHP framework/CMS.
Mastery of web fundamentals, like HTML/CSS, strong knowledge of Javascript.
Strong working knowledge of PHP and MySQL.
Experience with command line tools and applications.
Strong working knowledge of Git.
Very comfortable setting up and troubleshooting local environments.
Bonus for experience with custom Drupal module development, Google Analytics, technical writing and/or technical architecture.
Job Qualifications Optional
Experiences with both Oracle and MySQL
Educational Requirements
A bachelor's degree in Computer science or other technical degree, or equivalent years of experience.
",,GitHub
Union Street Media,Platform Support Engineer,"Burlington, VT",https://jobs.github.com/positions/b8f154a4-e834-11e8-9704-9feb9c7d6747,2018-11-14 17:43:20+00:00,"We’re looking for a Support Engineer to join our team. At Union Street Media you’ll be on the cutting edge of digital marketing tech, helping to support and maintain our proprietary content management system that currently hosts hundreds of client domains. If you’re an innovative, self motivated technologist looking for your next challenge, we want to meet you!
At Union Street Media we strive for agility in everything we do. As a Support Engineer you’ll be working closely with the internal Support team as well as internal and external stakeholders to support and maintain our LAMP-based content management system. You’ll be working with a small team to triage, support and enhance a CMS that helps our real estate clients thrive.
Responsibilities:
*Maintain and manage incoming support queue
*Collaborate with customer support, account management and engineering to support clients
*Produce code that is high quality, readable and maintainable.
*Develop tools and applications by producing clean, efficient code
*Perform peer code reviews
*Participate in daily support scrum meetings
*Interface with clients directly via email
*Provide ideas for platform hardening and improvement
Requirements:
*2+ years Software Engineering experience
*Ability to work independently
*Excellent organizational skills
*BSc/BA in Computer Science or a related degree
*Understanding of the open-source LAMP stack. Hands-on experience not required
Compensation:  Commensurate with experience.
Schedule:  Position is open immediately. This is a full time position.
Union Street Media is an equal opportunity employer
",,GitHub
